model,model_mode,batch,context_tokens,memory_capacity_GB,requested_bw_TBps,achieved_bw_TBps,dram_utilization,peak_compute_TFLOPS,achieved_compute_TFLOPS,compute_utilization,sram_MB,org,decode_step_ms,TPS_per_user,aggregate_TPS,weight_bytes_per_token,kv_bytes_per_token,index_bytes_per_token,total_bytes_per_token,flops_per_token,arithmetic_intensity,logic_power_W,dram_power_W,interface_power_W,total_power_W,energy_per_token_J,tokens_per_J,useful_TFLOPS_per_W,max_temperature_C,sustainable_frequency_MHz,hardware_cost_USD,fleet_utilization,cost_per_1m_output_tokens,meets_1000_tps,meets_1500_tps,meets_2000_tps,fits_capacity,feasible_capacity_mapping,simulation_method,assumption_level,reuse_model
deepseek_v4_flash,exact,1,32768,256,12,6.745,0.5621,2000.0,19.33,0.0097,8,hybrid,1.6655,600.4,600.4,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,20.7,64.8,13.5,110.9,0.184635,5.42,0.1744,,,25000.0,0.6,0.6743,False,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,12,8.386,0.6988,3000.0,24.03,0.008,16,hybrid,1.3397,746.4,746.4,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,25.8,80.5,16.8,137.8,0.184635,5.42,0.1744,,,25000.0,0.6,0.5441,False,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,12,8.868,0.739,3000.0,25.42,0.0085,32,hybrid,1.2668,789.4,789.4,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,27.3,85.1,17.7,145.7,0.184635,5.42,0.1744,,,25000.0,0.6,0.515,False,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,12.147,0.5061,250.0,34.81,0.1393,8,hybrid,0.9248,1081.3,1081.3,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,37.3,116.6,24.3,199.6,0.184635,5.42,0.1744,,,25000.0,0.6,0.3783,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,14.607,0.6086,250.0,41.86,0.1675,16,hybrid,0.7691,1300.2,1300.2,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,44.9,140.2,29.2,240.1,0.184635,5.42,0.1744,,,25000.0,0.6,0.316,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,16.014,0.6673,250.0,45.9,0.1836,32,hybrid,0.7015,1425.5,1425.5,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,49.2,153.7,32.0,263.2,0.184635,5.42,0.1744,,,25000.0,0.6,0.289,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,12.283,0.5118,500.0,35.2,0.0704,8,hybrid,0.9147,1093.3,1093.3,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,37.8,117.9,24.6,201.9,0.184635,5.42,0.1744,,,25000.0,0.6,0.3742,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,14.803,0.6168,500.0,42.43,0.0849,16,hybrid,0.7589,1317.7,1317.7,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,45.5,142.1,29.6,243.3,0.184635,5.42,0.1744,,,25000.0,0.6,0.3119,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,16.25,0.6771,500.0,46.57,0.0931,32,hybrid,0.6913,1446.5,1446.5,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,50.0,156.0,32.5,267.1,0.184635,5.42,0.1744,,,25000.0,0.6,0.2849,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,12.328,0.5137,750.0,35.33,0.0471,8,hybrid,0.9113,1097.4,1097.4,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,37.9,118.4,24.7,202.6,0.184635,5.42,0.1744,,,25000.0,0.6,0.3728,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,14.87,0.6196,750.0,42.62,0.0568,16,hybrid,0.7555,1323.6,1323.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,45.7,142.8,29.7,244.4,0.184635,5.42,0.1744,,,25000.0,0.6,0.3106,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,16.331,0.6804,750.0,46.8,0.0624,32,hybrid,0.6879,1453.6,1453.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,50.2,156.8,32.7,268.4,0.184635,5.42,0.1744,,,25000.0,0.6,0.2836,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,12.351,0.5146,1000.0,35.4,0.0354,8,hybrid,0.9096,1099.4,1099.4,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,38.0,118.6,24.7,203.0,0.184635,5.42,0.1744,,,25000.0,0.6,0.3722,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,14.903,0.621,1000.0,42.71,0.0427,16,hybrid,0.7538,1326.6,1326.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,45.8,143.1,29.8,244.9,0.184635,5.42,0.1744,,,25000.0,0.6,0.3099,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,16.371,0.6821,1000.0,46.92,0.0469,32,hybrid,0.6862,1457.2,1457.2,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,50.3,157.2,32.7,269.1,0.184635,5.42,0.1744,,,25000.0,0.6,0.2829,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,12.374,0.5156,1500.0,35.46,0.0236,8,hybrid,0.9079,1101.5,1101.5,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,38.0,118.8,24.7,203.4,0.184635,5.42,0.1744,,,25000.0,0.6,0.3715,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,14.937,0.6224,1500.0,42.81,0.0285,16,hybrid,0.7521,1329.6,1329.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,45.9,143.4,29.9,245.5,0.184635,5.42,0.1744,,,25000.0,0.6,0.3092,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,16.412,0.6838,1500.0,47.03,0.0314,32,hybrid,0.6845,1460.8,1460.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,50.4,157.6,32.8,269.7,0.184635,5.42,0.1744,,,25000.0,0.6,0.2822,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,12.385,0.5161,2000.0,35.5,0.0177,8,hybrid,0.9071,1102.5,1102.5,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,38.1,118.9,24.8,203.6,0.184635,5.42,0.1744,,,25000.0,0.6,0.3712,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,14.954,0.6231,2000.0,42.86,0.0214,16,hybrid,0.7513,1331.1,1331.1,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,46.0,143.6,29.9,245.8,0.184635,5.42,0.1744,,,25000.0,0.6,0.3089,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,16.432,0.6847,2000.0,47.09,0.0235,32,hybrid,0.6837,1462.6,1462.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,50.5,157.7,32.9,270.1,0.184635,5.42,0.1744,,,25000.0,0.6,0.2819,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,14.968,0.6237,3000.0,42.9,0.0143,16,hybrid,0.7506,1332.3,1332.3,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,46.0,143.7,29.9,246.0,0.184635,5.42,0.1744,,,25000.0,0.6,0.3086,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,16.45,0.6854,3000.0,47.15,0.0157,32,hybrid,0.6829,1464.3,1464.3,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,50.6,157.9,32.9,270.4,0.184635,5.42,0.1744,,,25000.0,0.6,0.2815,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,12.397,0.5165,4000.0,35.53,0.0089,8,hybrid,0.9062,1103.5,1103.5,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,38.1,119.0,24.8,203.7,0.184635,5.42,0.1744,,,25000.0,0.6,0.3708,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,14.974,0.6239,4000.0,42.91,0.0107,16,hybrid,0.7503,1332.8,1332.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,46.0,143.7,29.9,246.1,0.184635,5.42,0.1744,,,25000.0,0.6,0.3085,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,24,16.458,0.6857,4000.0,47.17,0.0118,32,hybrid,0.6826,1464.9,1464.9,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,50.6,158.0,32.9,270.5,0.184635,5.42,0.1744,,,25000.0,0.6,0.2814,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,15.311,0.4785,250.0,43.88,0.1755,8,hybrid,0.7337,1362.9,1362.9,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,47.1,147.0,30.6,251.6,0.184635,5.42,0.1744,,,25000.0,0.6,0.3019,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,18.112,0.566,250.0,51.91,0.2076,16,hybrid,0.6203,1612.2,1612.2,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,55.7,173.9,36.2,297.7,0.184635,5.42,0.1744,,,25000.0,0.6,0.2565,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,20.216,0.6317,250.0,57.94,0.2317,32,hybrid,0.5557,1799.4,1799.4,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,62.1,194.1,40.4,332.2,0.184635,5.42,0.1744,,,25000.0,0.6,0.2307,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,15.526,0.4852,500.0,44.5,0.089,8,hybrid,0.7236,1382.0,1382.0,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,47.7,149.1,31.1,255.2,0.184635,5.42,0.1744,,,25000.0,0.6,0.2978,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,18.415,0.5755,500.0,52.78,0.1056,16,hybrid,0.6101,1639.1,1639.1,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,56.6,176.8,36.8,302.6,0.184635,5.42,0.1744,,,25000.0,0.6,0.2524,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,20.593,0.6435,500.0,59.02,0.118,32,hybrid,0.5455,1833.0,1833.0,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,63.3,197.7,41.2,338.4,0.184635,5.42,0.1744,,,25000.0,0.6,0.2266,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,15.6,0.4875,750.0,44.71,0.0596,8,hybrid,0.7202,1388.6,1388.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,48.0,149.8,31.2,256.4,0.184635,5.42,0.1744,,,25000.0,0.6,0.2964,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,18.518,0.5787,750.0,53.07,0.0708,16,hybrid,0.6067,1648.3,1648.3,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,56.9,177.8,37.0,304.3,0.184635,5.42,0.1744,,,25000.0,0.6,0.2511,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,20.722,0.6476,750.0,59.39,0.0792,32,hybrid,0.5421,1844.5,1844.5,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,63.7,198.9,41.4,340.6,0.184635,5.42,0.1744,,,25000.0,0.6,0.2253,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,15.636,0.4886,1000.0,44.81,0.0448,8,hybrid,0.7185,1391.8,1391.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,48.1,150.1,31.3,257.0,0.184635,5.42,0.1744,,,25000.0,0.6,0.2958,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,18.57,0.5803,1000.0,53.22,0.0532,16,hybrid,0.605,1652.9,1652.9,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,57.1,178.3,37.1,305.2,0.184635,5.42,0.1744,,,25000.0,0.6,0.2504,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,20.787,0.6496,1000.0,59.57,0.0596,32,hybrid,0.5405,1850.3,1850.3,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,63.9,199.6,41.6,341.6,0.184635,5.42,0.1744,,,25000.0,0.6,0.2246,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,15.673,0.4898,1500.0,44.92,0.0299,8,hybrid,0.7168,1395.1,1395.1,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,48.2,150.5,31.3,257.6,0.184635,5.42,0.1744,,,25000.0,0.6,0.2951,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,18.622,0.5819,1500.0,53.37,0.0356,16,hybrid,0.6033,1657.6,1657.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,57.2,178.8,37.2,306.0,0.184635,5.42,0.1744,,,25000.0,0.6,0.2497,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,20.852,0.6516,1500.0,59.76,0.0398,32,hybrid,0.5388,1856.1,1856.1,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,64.1,200.2,41.7,342.7,0.184635,5.42,0.1744,,,25000.0,0.6,0.2239,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,15.692,0.4904,2000.0,44.97,0.0225,8,hybrid,0.7159,1396.8,1396.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,48.2,150.6,31.4,257.9,0.184635,5.42,0.1744,,,25000.0,0.6,0.2947,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,18.648,0.5828,2000.0,53.45,0.0267,16,hybrid,0.6024,1659.9,1659.9,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,57.3,179.0,37.3,306.5,0.184635,5.42,0.1744,,,25000.0,0.6,0.2494,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,20.885,0.6527,2000.0,59.86,0.0299,32,hybrid,0.5379,1859.1,1859.1,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,64.2,200.5,41.8,343.2,0.184635,5.42,0.1744,,,25000.0,0.6,0.2236,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,15.708,0.4909,3000.0,45.02,0.015,8,hybrid,0.7152,1398.2,1398.2,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,48.3,150.8,31.4,258.2,0.184635,5.42,0.1744,,,25000.0,0.6,0.2944,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,18.675,0.5836,3000.0,53.52,0.0178,16,hybrid,0.6016,1662.3,1662.3,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,57.4,179.3,37.3,306.9,0.184635,5.42,0.1744,,,25000.0,0.6,0.249,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,20.918,0.6537,3000.0,59.95,0.02,32,hybrid,0.5371,1862.0,1862.0,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,64.3,200.8,41.8,343.8,0.184635,5.42,0.1744,,,25000.0,0.6,0.2232,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,15.715,0.4911,4000.0,45.04,0.0113,8,hybrid,0.7149,1398.8,1398.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,48.3,150.9,31.4,258.3,0.184635,5.42,0.1744,,,25000.0,0.6,0.2943,True,False,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,32,20.933,0.6541,4000.0,59.99,0.015,32,hybrid,0.5367,1863.3,1863.3,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,64.3,201.0,41.9,344.0,0.184635,5.42,0.1744,,,25000.0,0.6,0.2231,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,40,18.173,0.4543,250.0,52.08,0.2083,8,hybrid,0.6182,1617.6,1617.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,55.9,174.5,36.3,298.7,0.184635,5.42,0.1744,,,25000.0,0.6,0.2557,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,40,21.197,0.5299,250.0,60.75,0.243,16,hybrid,0.53,1886.8,1886.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,65.2,203.5,42.4,348.4,0.184635,5.42,0.1744,,,25000.0,0.6,0.2204,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,40,23.992,0.5998,250.0,68.76,0.275,32,hybrid,0.4683,2135.6,2135.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,73.7,230.3,48.0,394.3,0.184635,5.42,0.1744,,,25000.0,0.6,0.1957,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,40,18.477,0.4619,500.0,52.95,0.1059,8,hybrid,0.608,1644.7,1644.7,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,56.8,177.4,37.0,303.7,0.184635,5.42,0.1744,,,25000.0,0.6,0.2516,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,40,21.612,0.5403,500.0,61.94,0.1239,16,hybrid,0.5198,1923.8,1923.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,66.4,207.5,43.2,355.2,0.184635,5.42,0.1744,,,25000.0,0.6,0.2163,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,40,24.525,0.6131,500.0,70.29,0.1406,32,hybrid,0.4581,2183.1,2183.1,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,75.4,235.4,49.1,403.1,0.184635,5.42,0.1744,,,25000.0,0.6,0.1917,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,40,18.581,0.4645,750.0,53.25,0.071,8,hybrid,0.6046,1653.9,1653.9,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,57.1,178.4,37.2,305.4,0.184635,5.42,0.1744,,,25000.0,0.6,0.2503,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,40,21.754,0.5439,750.0,62.35,0.0831,16,hybrid,0.5164,1936.4,1936.4,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,66.9,208.8,43.5,357.5,0.184635,5.42,0.1744,,,25000.0,0.6,0.215,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,40,24.708,0.6177,750.0,70.81,0.0944,32,hybrid,0.4547,2199.4,2199.4,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,76.0,237.2,49.4,406.1,0.184635,5.42,0.1744,,,25000.0,0.6,0.1903,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,40,18.633,0.4658,1000.0,53.4,0.0534,8,hybrid,0.6029,1658.6,1658.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,57.3,178.9,37.3,306.2,0.184635,5.42,0.1744,,,25000.0,0.6,0.2496,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,40,21.826,0.5456,1000.0,62.55,0.0626,16,hybrid,0.5147,1942.8,1942.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,67.1,209.5,43.7,358.7,0.184635,5.42,0.1744,,,25000.0,0.6,0.2143,True,True,False,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,40,24.801,0.62,1000.0,71.08,0.0711,32,hybrid,0.453,2207.6,2207.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,76.2,238.1,49.6,407.6,0.184635,5.42,0.1744,,,25000.0,0.6,0.1896,True,True,True,True,True,analytical,assumed_defaults,statistical
