model,model_mode,batch,context_tokens,memory_capacity_GB,requested_bw_TBps,achieved_bw_TBps,dram_utilization,peak_compute_TFLOPS,achieved_compute_TFLOPS,compute_utilization,sram_MB,org,decode_step_ms,TPS_per_user,aggregate_TPS,weight_bytes_per_token,kv_bytes_per_token,index_bytes_per_token,total_bytes_per_token,flops_per_token,arithmetic_intensity,logic_power_W,dram_power_W,interface_power_W,total_power_W,energy_per_token_J,tokens_per_J,useful_TFLOPS_per_W,max_temperature_C,sustainable_frequency_MHz,hardware_cost_USD,fleet_utilization,cost_per_1m_output_tokens,meets_1000_tps,meets_1500_tps,meets_2000_tps,fits_capacity,feasible_capacity_mapping,simulation_method,assumption_level,reuse_model
deepseek_v4_flash,exact,1,32768,256,50,25.151,0.503,500.0,72.08,0.1442,16,hybrid,0.4467,2238.7,2238.7,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,77.3,241.4,50.3,413.3,0.184635,5.42,0.1744,,,25000.0,0.6,0.1871,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,50,28.948,0.579,500.0,82.96,0.1659,32,hybrid,0.3881,2576.7,2576.7,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,89.0,277.9,57.9,475.7,0.184635,5.42,0.1744,,,25000.0,0.6,0.1637,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,50,25.343,0.5069,750.0,72.63,0.0968,16,hybrid,0.4433,2255.9,2255.9,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,77.9,243.3,50.7,416.5,0.184635,5.42,0.1744,,,25000.0,0.6,0.1858,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,50,29.203,0.5841,750.0,83.69,0.1116,32,hybrid,0.3847,2599.4,2599.4,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,89.8,280.3,58.4,479.9,0.184635,5.42,0.1744,,,25000.0,0.6,0.1623,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,50,25.441,0.5088,1000.0,72.91,0.0729,16,hybrid,0.4416,2264.6,2264.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,78.2,244.2,50.9,418.1,0.184635,5.42,0.1744,,,25000.0,0.6,0.1851,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,50,29.332,0.5866,1000.0,84.07,0.0841,32,hybrid,0.383,2611.0,2611.0,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,90.2,281.6,58.7,482.1,0.184635,5.42,0.1744,,,25000.0,0.6,0.1617,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,50,25.539,0.5108,1500.0,73.19,0.0488,16,hybrid,0.4399,2273.3,2273.3,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,78.5,245.2,51.1,419.7,0.184635,5.42,0.1744,,,25000.0,0.6,0.1844,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,50,29.463,0.5893,1500.0,84.44,0.0563,32,hybrid,0.3813,2622.6,2622.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,90.6,282.8,58.9,484.2,0.184635,5.42,0.1744,,,25000.0,0.6,0.161,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,50,25.588,0.5118,2000.0,73.34,0.0367,16,hybrid,0.439,2277.7,2277.7,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,78.7,245.6,51.2,420.5,0.184635,5.42,0.1744,,,25000.0,0.6,0.1841,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,50,29.529,0.5906,2000.0,84.63,0.0423,32,hybrid,0.3805,2628.4,2628.4,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,90.8,283.5,59.1,485.3,0.184635,5.42,0.1744,,,25000.0,0.6,0.1606,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,50,25.638,0.5128,3000.0,73.48,0.0245,16,hybrid,0.4382,2282.1,2282.1,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,78.8,246.1,51.3,421.4,0.184635,5.42,0.1744,,,25000.0,0.6,0.1837,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,50,29.595,0.5919,3000.0,84.82,0.0283,32,hybrid,0.3796,2634.3,2634.3,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,91.0,284.1,59.2,486.4,0.184635,5.42,0.1744,,,25000.0,0.6,0.1603,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,50,25.663,0.5133,4000.0,73.55,0.0184,16,hybrid,0.4378,2284.3,2284.3,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,78.9,246.4,51.3,421.8,0.184635,5.42,0.1744,,,25000.0,0.6,0.1835,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,50,29.628,0.5926,4000.0,84.91,0.0212,32,hybrid,0.3792,2637.2,2637.2,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,91.1,284.4,59.3,486.9,0.184635,5.42,0.1744,,,25000.0,0.6,0.1601,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,24.311,0.4052,250.0,69.67,0.2787,8,hybrid,0.4621,2164.0,2164.0,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,74.7,233.4,48.6,399.5,0.184635,5.42,0.1744,,,25000.0,0.6,0.1933,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,27.578,0.4596,250.0,79.04,0.3162,16,hybrid,0.4074,2454.8,2454.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,84.8,264.8,55.2,453.2,0.184635,5.42,0.1744,,,25000.0,0.6,0.1714,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,31.95,0.5325,250.0,91.57,0.3663,32,hybrid,0.3516,2843.9,2843.9,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,98.2,306.7,63.9,525.1,0.184635,5.42,0.1744,,,25000.0,0.6,0.1491,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,24.858,0.4143,500.0,71.24,0.1425,8,hybrid,0.4519,2212.7,2212.7,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,76.4,238.6,49.7,408.5,0.184635,5.42,0.1744,,,25000.0,0.6,0.1892,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,28.286,0.4714,500.0,81.07,0.1621,16,hybrid,0.3972,2517.8,2517.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,86.9,271.5,56.6,464.9,0.184635,5.42,0.1744,,,25000.0,0.6,0.1673,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,32.903,0.5484,500.0,94.3,0.1886,32,hybrid,0.3414,2928.8,2928.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,101.1,315.9,65.8,540.7,0.184635,5.42,0.1744,,,25000.0,0.6,0.145,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,25.047,0.4174,750.0,71.78,0.0957,8,hybrid,0.4485,2229.5,2229.5,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,77.0,240.4,50.1,411.6,0.184635,5.42,0.1744,,,25000.0,0.6,0.1879,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,28.529,0.4755,750.0,81.76,0.109,16,hybrid,0.3938,2539.5,2539.5,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,87.7,273.9,57.1,468.9,0.184635,5.42,0.1744,,,25000.0,0.6,0.166,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,33.233,0.5539,750.0,95.24,0.127,32,hybrid,0.338,2958.2,2958.2,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,102.2,319.0,66.5,546.2,0.184635,5.42,0.1744,,,25000.0,0.6,0.1437,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,25.142,0.419,1000.0,72.06,0.0721,8,hybrid,0.4468,2237.9,2237.9,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,77.3,241.4,50.3,413.2,0.184635,5.42,0.1744,,,25000.0,0.6,0.1872,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,28.653,0.4775,1000.0,82.12,0.0821,16,hybrid,0.3921,2550.5,2550.5,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,88.1,275.1,57.3,470.9,0.184635,5.42,0.1744,,,25000.0,0.6,0.1653,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,33.401,0.5567,1000.0,95.73,0.0957,32,hybrid,0.3364,2973.1,2973.1,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,102.7,320.6,66.8,548.9,0.184635,5.42,0.1744,,,25000.0,0.6,0.143,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,25.238,0.4206,1500.0,72.33,0.0482,8,hybrid,0.4451,2246.5,2246.5,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,77.6,242.3,50.5,414.8,0.184635,5.42,0.1744,,,25000.0,0.6,0.1865,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,28.777,0.4796,1500.0,82.48,0.055,16,hybrid,0.3904,2561.6,2561.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,88.5,276.3,57.6,473.0,0.184635,5.42,0.1744,,,25000.0,0.6,0.1646,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,33.57,0.5595,1500.0,96.21,0.0641,32,hybrid,0.3347,2988.2,2988.2,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,103.2,322.3,67.1,551.7,0.184635,5.42,0.1744,,,25000.0,0.6,0.1423,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,25.286,0.4214,2000.0,72.47,0.0362,8,hybrid,0.4443,2250.8,2250.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,77.7,242.7,50.6,415.6,0.184635,5.42,0.1744,,,25000.0,0.6,0.1862,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,28.84,0.4807,2000.0,82.65,0.0413,16,hybrid,0.3895,2567.1,2567.1,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,88.7,276.9,57.7,474.0,0.184635,5.42,0.1744,,,25000.0,0.6,0.1643,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,33.656,0.5609,2000.0,96.46,0.0482,32,hybrid,0.3338,2995.8,2995.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,103.5,323.1,67.3,553.1,0.184635,5.42,0.1744,,,25000.0,0.6,0.142,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,25.334,0.4222,3000.0,72.61,0.0242,8,hybrid,0.4434,2255.1,2255.1,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,77.9,243.2,50.7,416.4,0.184635,5.42,0.1744,,,25000.0,0.6,0.1858,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,28.903,0.4817,3000.0,82.84,0.0276,16,hybrid,0.3887,2572.7,2572.7,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,88.8,277.5,57.8,475.0,0.184635,5.42,0.1744,,,25000.0,0.6,0.1639,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,33.741,0.5624,3000.0,96.7,0.0322,32,hybrid,0.333,3003.4,3003.4,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,103.7,323.9,67.5,554.5,0.184635,5.42,0.1744,,,25000.0,0.6,0.1416,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,25.358,0.4226,4000.0,72.68,0.0182,8,hybrid,0.443,2257.2,2257.2,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,78.0,243.4,50.7,416.8,0.184635,5.42,0.1744,,,25000.0,0.6,0.1856,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,28.935,0.4822,4000.0,82.93,0.0207,16,hybrid,0.3883,2575.6,2575.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,88.9,277.8,57.9,475.5,0.184635,5.42,0.1744,,,25000.0,0.6,0.1638,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,60,33.784,0.5631,4000.0,96.82,0.0242,32,hybrid,0.3325,3007.2,3007.2,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,103.9,324.3,67.6,555.2,0.184635,5.42,0.1744,,,25000.0,0.6,0.1415,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,28.191,0.3759,250.0,80.8,0.3232,8,hybrid,0.3985,2509.4,2509.4,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,86.7,270.6,56.4,463.3,0.184635,5.42,0.1744,,,25000.0,0.6,0.1679,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,31.476,0.4197,250.0,90.21,0.3608,16,hybrid,0.3569,2801.8,2801.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,96.8,302.2,63.0,517.3,0.184635,5.42,0.1744,,,25000.0,0.6,0.1512,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,36.837,0.4912,250.0,105.57,0.4223,32,hybrid,0.305,3279.0,3279.0,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,113.2,353.6,73.7,605.4,0.184635,5.42,0.1744,,,25000.0,0.6,0.1305,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,32.401,0.432,500.0,92.86,0.1857,16,hybrid,0.3467,2884.1,2884.1,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,99.6,311.0,64.8,532.5,0.184635,5.42,0.1744,,,25000.0,0.6,0.1472,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,38.11,0.5081,500.0,109.22,0.2184,32,hybrid,0.2948,3392.2,3392.2,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,117.1,365.9,76.2,626.3,0.184635,5.42,0.1744,,,25000.0,0.6,0.1264,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,29.186,0.3891,750.0,83.65,0.1115,8,hybrid,0.3849,2597.9,2597.9,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,89.7,280.2,58.4,479.7,0.184635,5.42,0.1744,,,25000.0,0.6,0.1624,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,32.721,0.4363,750.0,93.78,0.125,16,hybrid,0.3433,2912.6,2912.6,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,100.6,314.1,65.4,537.8,0.184635,5.42,0.1744,,,25000.0,0.6,0.1458,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,38.554,0.514,750.0,110.49,0.1473,32,hybrid,0.2914,3431.8,3431.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,118.5,370.1,77.1,633.6,0.184635,5.42,0.1744,,,25000.0,0.6,0.125,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,29.315,0.3909,1000.0,84.02,0.084,8,hybrid,0.3832,2609.4,2609.4,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,90.1,281.4,58.6,481.8,0.184635,5.42,0.1744,,,25000.0,0.6,0.1617,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,32.884,0.4384,1000.0,94.24,0.0942,16,hybrid,0.3416,2927.0,2927.0,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,101.1,315.7,65.8,540.4,0.184635,5.42,0.1744,,,25000.0,0.6,0.1451,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,38.779,0.5171,1000.0,111.14,0.1111,32,hybrid,0.2897,3451.9,3451.9,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,119.2,372.3,77.6,637.3,0.184635,5.42,0.1744,,,25000.0,0.6,0.1244,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,29.446,0.3926,1500.0,84.39,0.0563,8,hybrid,0.3815,2621.0,2621.0,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,90.5,282.7,58.9,483.9,0.184635,5.42,0.1744,,,25000.0,0.6,0.1611,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,33.048,0.4406,1500.0,94.71,0.0631,16,hybrid,0.3399,2941.7,2941.7,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,101.6,317.3,66.1,543.1,0.184635,5.42,0.1744,,,25000.0,0.6,0.1444,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,39.008,0.5201,1500.0,111.8,0.0745,32,hybrid,0.288,3472.2,3472.2,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,119.9,374.5,78.0,641.1,0.184635,5.42,0.1744,,,25000.0,0.6,0.1237,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,29.511,0.3935,2000.0,84.58,0.0423,8,hybrid,0.3807,2626.9,2626.9,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,90.7,283.3,59.0,485.0,0.184635,5.42,0.1744,,,25000.0,0.6,0.1607,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,33.13,0.4417,2000.0,94.95,0.0475,16,hybrid,0.3391,2949.0,2949.0,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,101.8,318.1,66.3,544.5,0.184635,5.42,0.1744,,,25000.0,0.6,0.1441,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,39.123,0.5216,2000.0,112.13,0.0561,32,hybrid,0.2872,3482.5,3482.5,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,120.3,375.6,78.2,643.0,0.184635,5.42,0.1744,,,25000.0,0.6,0.1233,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,29.577,0.3944,3000.0,84.77,0.0283,8,hybrid,0.3798,2632.7,2632.7,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,90.9,283.9,59.2,486.1,0.184635,5.42,0.1744,,,25000.0,0.6,0.1604,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,33.214,0.4428,3000.0,95.19,0.0317,16,hybrid,0.3382,2956.4,2956.4,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,102.1,318.9,66.4,545.9,0.184635,5.42,0.1744,,,25000.0,0.6,0.1438,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,39.239,0.5232,3000.0,112.46,0.0375,32,hybrid,0.2863,3492.8,3492.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,120.6,376.7,78.5,644.9,0.184635,5.42,0.1744,,,25000.0,0.6,0.123,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,29.61,0.3948,4000.0,84.86,0.0212,8,hybrid,0.3794,2635.7,2635.7,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,91.0,284.3,59.2,486.6,0.184635,5.42,0.1744,,,25000.0,0.6,0.1602,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,33.255,0.4434,4000.0,95.31,0.0238,16,hybrid,0.3378,2960.1,2960.1,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,102.2,319.3,66.5,546.5,0.184635,5.42,0.1744,,,25000.0,0.6,0.1436,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,75,39.298,0.524,4000.0,112.63,0.0282,32,hybrid,0.2859,3498.0,3498.0,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,120.8,377.3,78.6,645.8,0.184635,5.42,0.1744,,,25000.0,0.6,0.1228,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,100,33.668,0.3367,250.0,96.49,0.386,8,hybrid,0.3337,2996.9,2996.9,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,103.5,323.2,67.3,553.3,0.184635,5.42,0.1744,,,25000.0,0.6,0.1419,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,100,42.284,0.4228,250.0,121.18,0.4847,32,hybrid,0.2657,3763.8,3763.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,130.0,405.9,84.6,694.9,0.184635,5.42,0.1744,,,25000.0,0.6,0.1148,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,100,43.49,0.4349,250.0,124.64,0.4986,64,hybrid,0.2583,3871.1,3871.1,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,133.7,417.5,87.0,714.7,0.184635,5.42,0.1744,,,25000.0,0.6,0.1118,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,100,34.728,0.3473,500.0,99.53,0.1991,8,hybrid,0.3235,3091.2,3091.2,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,106.8,333.4,69.5,570.7,0.184635,5.42,0.1744,,,25000.0,0.6,0.1379,True,True,True,True,True,analytical,assumed_defaults,statistical
deepseek_v4_flash,exact,1,32768,256,100,43.969,0.4397,500.0,126.01,0.252,32,hybrid,0.2555,3913.8,3913.8,11234200975.0,172224.0,0.0,11234373199.0,32197332976.0,2.866,135.2,422.1,87.9,722.6,0.184635,5.42,0.1744,,,25000.0,0.6,0.1107,True,True,True,True,True,analytical,assumed_defaults,statistical
